PWSCity	WSState	WSZipCode	lon	lat
ROYAL CITY	WA	99349	-119.6283658	46.9000667
SAMMAMISH	WA	98074	-122.0471292	47.6211532
ST. JOHN	WA	99171	-117.5818643	47.0915558
SEKIU	WA	98381	-124.3078058	48.265711
ROCHE HARBOR	WA	98250	-123.0781062	48.5513671
SILVANA	WA	98287	-122.2521334	48.2004047
MILL CREEK	WA	98082	-122.2	47.86
SPOKANE	WA	99204	-117.4253653	47.6457534
SNOQUALMIE PASS	WA	98068	-121.246265	47.4043668
SPANGLE	WA	99031	-117.3801986	47.4273936
SPOKANE	WA	99216	-117.2108822	47.6761145
SPRINGDALE	WA	99173	-117.7413489	48.0573924
SUMAS	WA	98295	-122.2648752	49.0001217
SHORELINE	WA	98133	-122.3435336	47.7393027
TACOMA	WA	98411	-122.47	47.22
BELLEVUE	WA	98006	-122.1277465	47.5577077
LAKE TAPPS	WA	98391	-122.1844809	47.241368
TIETON	WA	98947	-120.7553504	46.7020685
OTIS ORCHARDS	WA	99027	-117.1509129	47.7188906
PULLMAN	WA	99164	-117.1542743	46.7287207
UNION GAP	WA	98903	-120.4750638	46.5573492
UNIONTOWN	WA	99179	-117.0876629	46.5393291
VANTAGE	WA	98950	-119.9872748	46.9454094
VERADALE	WA	99037	-117.1970475	47.6381117
OAK HARBOR	WA	98272	-122.6736849	48.2516742
WAITSBURG	WA	99361	-118.1532861	46.2704176
WASHTUCNA	WA	99371	-118.3105282	46.7565354
WAVERLY	WA	99039	-117.2292718	47.3436089
MONITOR	WA	98836	-120.4162416	47.4873256
TACOMA	WA	98498	-122.5619529	47.1643833
POINT ROBERTS	WA	98281	-123.0568693	48.9883827
BIRCH BAY	WA	98230	-122.7446219	48.9178883
GLACIER	WA	98244	-121.9457016	48.8901226
WHITE PASS	WA	98937	-121.2391801	46.8249724
SPOKANE	WA	99218	-117.4045676	47.7547953
WILSON CREEK	WA	98860	-119.1208498	47.4232005
YAKIMA	WA	98909	-120.51	46.57
ADDY	WA	99101	-117.8378311	48.3561473
MARLIN	WA	98832	-119.0765341	47.344816
BELLEVUE	WA	98004	-122.2051487	47.6264794
VERDALE	WA	99037	-117.1970475	47.6381117
CARLSBORG	WA	98324	-123.172637	48.0887625
AMANDA PARK	WA	98526	-123.8955649	47.4592173
WAPATO	WA	98954	-120.5575996	46.4480206
VANCOUVER	WA	98661	-122.6204002	45.6405414
RICHLAND	WA	99320	-119.5105686	46.2933159
SEATTLE	WA	98127	-122.33	47.61
DALLESPORT	WA	98617	-121.1646507	45.6161922
DANVILLE	WA	99121	-118.5081439	48.9921647
LACEY	WA	98516	-122.8231915	47.0342629
MOSES LAKE	WA	99837	-119.3232071	47.1887062
PORT ANGELES	WA	90 36	-123.4171134	48.1122934
MOSSYROCK	WA	98565	-122.4607686	46.5205799
COOK	WA	98605	-121.6626561	45.7834627
UNDERWOOD	WA	98605	-121.6602762	45.7096435
VANCOUVER	WA	98663	-122.6508104	45.657175
BINGEN	WA	98620	-121.4855611	45.7992392
ANATONE	WA	99401	-117.132397	46.1349095
SPANAWAY	WA	98446	-122.4345661	47.103988
PORT ORCHARD	WA	98370	-122.595285	47.6787985
LATAH	WA	99033	-117.1655741	47.277868
SPOKANE	WA	99228	-117.42	47.72
IRRIGON	WA	97844	-119.5201552	45.8736675
BRUSH PRAIRIE	WA	98606	-122.5464856	45.7328944
KENT	WA	98031	-122.1966209	47.4105661
PORT ANGELES	WA	98361	-123.4109811	48.1402359
REDMOND	WA	98052	-122.118237	47.6701193
BENGE	WA	99105	-118.1031031	46.9088305
WAUNA	WA	98395	-122.6601424	47.3882663
WINTHROP	WA	90062	115.8178956	-31.9769751
WEST RICHLAND	WA	99352	-119.3614092	46.3043015
OLYMPIA	WA	98540	-122.8370944	46.9667452
BOTHELL	WA	98082	-122.2	47.86
TACOMA	WA	98404	-122.4144869	47.2111983
MENLO	WA	98561	-123.6488921	46.623532
BONNEY LAKE	WA	98390	-122.1865056	47.1770457
CAMAS	WA	98671	-122.3995363	45.5870631
SPANAWAY	WA	98380	-122.4314043	47.0868172
KIRKLAND	WA	98034	-122.2031264	47.7148126
RETSIL	WA	98378	-122.61	47.55
HANSVILLE	WA	98340	-122.5667506	47.9027235
VANCOUVER	WA	98685	-122.6914289	45.7113342
AUBURN	WA	98023	-122.3744209	47.3055312
VALLEYFORD	WA	99036	-117.2578654	47.5218603
SHELTON	WA	98384	-122.0084223	46.5090756
OAK HARBOR	WA	89277	-123.1204553	48.0848144
KAPOWSIN	WA	98334	-122.234896	47.003316
SEATTLE	WA	98122	-122.2964235	47.6087583
KINGSTON	WA	98346	-122.4981921	47.7987072
INDIANOLA	WA	98342	-122.5131749	47.7488881
WINSLOW	WA	98110	-122.5144653	47.6251634
FEDERAL WAY	WA	98023	-122.3744209	47.3055312
BLACK DIAMOND	WA	98101	-122.009836	47.315656
GRAHAM	WA	98387	-122.2871212	47.0497192
BELLEVUE	WA	98007	-122.142426	47.6105427
SHELTON	WA	98548	-123.2827705	47.4624816
HOME	WA	98349	-122.7762912	47.2648241
SEATTLE	WA	98155	-122.3000183	47.7612471
SEATTLE	WA	98177	-122.3680128	47.7398257
WASHOUGAL	WA	98675	-122.2984272	45.8590341
WILKESON	WA	98395	-122.0239557	47.1680692
CLAYTON	WA	99110	-117.5657171	48.017342
SEQUIM	WA		-123.1018437	48.0795365
BARING	WA	98224	-121.485382	47.7731614
AUBURN	WA	98022	-122.1574194	47.2975981
PALMER	WA	98048	-122.001933	47.3283213
PORT ANGELES	WA	93622	-123.3984159	48.2731728
SELAH	WA	98943	-120.4811017	46.6743525
BASIN CITY	WA	99343	-119.1522344	46.5940274
STANWOOD	WA	98223	-122.3116155	48.2600475
GIG HARBOR	WA	98580	-122.5851521	47.3222546
SPOKANE	WA	99210	-117.4249298	47.6563789
WHITE SWAN	WA	98952	-120.7311801	46.3829037
PALMER	WA	98051	-121.8923327	47.3142688
SPOKANE	WA	99202	-117.3719973	47.6568696
HUMPTULIPS	WA	98552	-123.9593406	47.2328651
KENT	WA	98038	-122.2348431	47.3809335
CLYDE HILL	WA	98004	-122.2179015	47.6317656
SAMMAMISH	WA	98053	-122.0355736	47.6162683
HOBART	WA	98025	-121.9731566	47.419925
EVERETT	WA	98205	-122.12	47.99
SEATTLE	WA	98117	-122.3824321	47.6913332
ROLLING BAY	WA	98061	-122.5107066	47.6647391
ARDEN	WA	99114	-117.8763674	48.4601788
VANCOUVER	WA	98664	-122.5804528	45.616422
BOTHELL	WA	98012	-122.2155192	47.837259
GRAHAM	WA	98328	-122.2871212	47.0497192
CONWAY	WA	98238	-122.3443124	48.3408731
SEATTLE	WA	98107	-122.3769582	47.6683603
VAUGHN	WA	98349	-122.7711332	47.3441724
GIG HARBOR	WA	98349	-122.7573722	47.2996499
LA CENTER	WA	98604	-122.6246038	45.8717558
ISSAQUAH	WA	98075	-122.0446183	47.5891279
WOODLAND	WA	9674	-122.8711746	49.1817061
TACOMA	WA	98408	-122.4448476	47.1907035
EVANS	WA	99126	-117.9256788	48.7761725
SEATTLE	WA	98112	-122.2891888	47.6329523
CATHLAMET	WA	98642	-123.257005	46.2025019
VANCOUVER	WA	98607	-122.4751985	45.5964553
YELM	WA	98338	-122.3812579	46.954962
MOSES LAKE	WA	98831	-119.320274	47.207779
OUTLOOK	WA	98938	-120.0936084	46.3890119
WASHDOUGAL	WA	98671	-122.3534247	45.5826188
RAVENDALE	WA	98051	-121.9837251	47.3523235
UNIVERSITY PLACE	WA	98466	-122.5504041	47.2356536
THORNTON	WA	99176	-117.3896325	47.1207257
GIFFORD	WA	99131	-118.1463778	48.306282
BEVERLY	WA	99344	-119.8556036	46.9488376
YELM	WA	98531	-122.6102882	46.9429337
OLYMPIA	WA	98589	-122.8295219	46.8236477
SEQUIM	WA	98362	-123.3456072	47.9506586
YACOLT	WA	98604	-122.4014348	45.8667886
SPOKANE	WA	99026	-117.676734	47.8067268
TUM TUM	WA	99034	-117.0782428	47.6371561
PRESCOTT	WA	99248	-117.4590919	47.7454626
LAKEWOOD	WA	98498	-122.5619529	47.1643833
SPOKANE	WA	00224	-117.4180138	47.6593138
RIDGEFIELD	WA	98649	-122.6733179	45.8668993
HUNTERS	WA	98036	-122.2300152	47.6432339
ALLYN	WA	98324	-122.206468	47.091042
PORT ORCHARD	WA	98346	-122.6634212	47.4359085
RAVENSDALE	WA	98064	-121.9812964	47.3533004
ENUMCLAW	WA	98021	-122.0200229	47.1962805
BAINBRIDGE ISLAND	WA	98112	-122.5622069	47.6049897
KEYPORT	WA	98345	-122.6211818	47.7018855
MATTAWA	WA	98349	-119.7022577	46.7326344
FOX ISLAND	WA	98333	-122.6343134	47.2502467
SEATTLE	WA	98108	-122.3045438	47.5405059
VANCOUVER	WA	98632	-122.579893	45.6230489
LOPEZ	WA	98115	-123.0322046	48.5832466
KENT	WA		-122.2348431	47.3809335
ALLYN	WA	98546	-122.8299217	47.4508977
TRACYTON	WA	98393	-122.6554479	47.6104943
LYLE	WA	98635	-121.2861833	45.695954
PORT GAMBLE	WA	98364	-122.582482	47.8542809
PARKER	WA	98939	-120.4682022	46.5050757
HEISSON	WA	98622	-122.4922153	45.8246891
BURLEY	WA	98367	-122.6309669	47.417874
BENTON CITY	WA	99336	-119.1199406	46.2103513
UNION	WA	98584	-123.0962197	47.2019169
SEATTLE	WA	98106	-122.3514653	47.5476069
AUBURN	WA	98055	-122.226509	47.328156
KENT	WA	98064	-122.2	47.39
GLENOMA	WA	98336	-122.0815396	46.5871265
CLALLAM BAY	WA	98326	-124.2601458	48.2533303
LAURIER	WA	99146	-118.2275052	48.9945267
LAKE BAY	WA	98349	-122.7762912	47.2648241
GALVIN	WA	98544	-123.0260428	46.7417794
GREENBANK	WA	98523	-122.8875578	48.0169517
OLYMPIA	WA	98505	-122.9769726	47.0720002
VASHON	WA	98020	-122.477348	47.458153
COPALIS CROSSING	WA	98536	-124.140048	47.1774226
TACOMA	WA	98402	-122.4417426	47.2529105
SEATTLE	WA	98114	-122.33	47.6
ISSAQUAH	WA	98029	-122.0051561	47.5577093
TACOMA	WA	98424	-122.3473803	47.2324122
SKAMOKAWA	WA	98612	-123.4556257	46.2701942
LAKE STEVENS	WA	98816	-122.0794294	48.0238979
CARLTON	WA	98814	-120.1373193	48.2104895
TACOMA	WA	98467	-122.538047	47.2046437
ENUMCLAW	WA	98002	-122.0200229	47.1962805
TACOMA	WA	98406	-122.4971478	47.2612103
ANATONE	WA	99403	-117.1030141	46.4000187
PORT HADLOCK	WA	98334	-122.7598882	48.11196
GIG HARBOR	WA	98336	-122.5851521	47.3222546
TOPPENISH	WA	98548	-120.3018527	46.3771173
SOUTH COLBY	WA	98384	-122.5235573	47.5221356
LAKEWOOD	WA	98492	-122.5555079	47.1485319
ENUMCLAW	WA	98070	-122.0200229	47.1962805
YAKIMA	WA	98508	-122.9420865	46.7270067
CARLSBORG	WA	98362	-123.3456072	47.9506586
RIDGEFIELD	WA	98604	-122.6733179	45.8668993
PULLMAN	WA	99116	-117.109444	46.743611
EATONVILLE	WA	98329	-122.2654116	46.8652937
SPANGLE	WA	98031	-117.3751009	47.4276588
GREEN BANK	WA	98253	-122.5731978	48.0982722
ENUMCLAW	WA	98027	-122.0200229	47.1962805
BURLEY	WA	98322	-122.6274891	47.4124548
TACOMA	WA	98443	-122.3714666	47.1921777
BURIEN	WA	98146	-122.3658208	47.4993052
CLE ELUM	WA	98115	-120.9385094	47.1961057
LA CENTER	WA	98674	-122.6246038	45.8717558
SEATTLE	WA	98118	-122.2675625	47.5412021
CAMANO ISLAND	WA	98262	-122.51147	48.0953389
9 MILE FALLS	WA	99026	-117.5515184	47.7795103
MOSES LK	WA	98837	-119.2780771	47.1301417
DUVALL	WA	98014	-122.1565786	47.4995687
LAKEWOOD	WA	98259	-122.2085665	48.1516214
VANE	WA	98686	115.9727553	-31.8554137
TACOMA	WA	98465	-122.5345115	47.2479762
QUILCENE	WA	9376	-122.8474441	47.784575
CASHMERE	WA	98816	-120.484802	47.514847
NORDLAND	WA	98358	-122.6909961	48.0509255
SUMNER	WA	98391	-122.2403966	47.2031566
SPOKANE	WA	99203	-117.4091598	47.6260439
STANWOOD	WA	98282	-122.487614	48.1712723
VASHON	WA	98013	-122.46	47.39
BAINBRIDGE ISLAND	WA	98118	-122.5622069	47.6049897
GRAHAM	WA	98371	-122.2871212	47.0497192
VANCOUVER	WA	9687	-118.5016754	49.0018571
BAY CENTER	WA	98527	-123.9600547	46.6337623
RICE	WA	99167	-118.1708517	48.4288285
KENT	WA	98055	-122.2055058	47.4623372
ENUMCLAW	WA	98023	-122.0200229	47.1962805
TOLEDO	WA	98581	-122.8494278	46.4378564
SEATTLE	WA	98119	-122.3674079	47.6384586
EVERSON	WA	98284	-122.342523	48.9232722
DECATUR	WA	98221	-122.813778	48.499833
SEAL ROCK	WA	97376	-122.8893269	47.7095375
GRANDVIEW	WA	99350	-119.8991511	46.266417
ISSAQUAH	WA	98007	-122.142426	47.6105427
LOWDEN	WA	99360	-118.6384645	46.0979435
TACOMA	WA	98405	-122.4773432	47.2457073
GLENWOOD	WA	98619	-121.290699	46.0185656
LEBAM	WA	98554	-123.5593752	46.5617946
TACOMA	WA	98403	-122.4595008	47.2649829
ARLINGTON	WA	98206	-122.161616	48.1624738
RAVENSDALE	WA	98031	-121.9812964	47.3533004
SEATTLE	WA	98188	-122.2829161	47.4489305
MOSSY ROCK	WA	98564	-122.4851112	46.5295517
HOODSPORT	WA	98584	-123.1405804	47.4063647
MAPLE VALLEY	WA	98058	-122.1671307	47.4723539
LA GRANDE	WA	98348	-122.3274742	46.8297122
MEDINA	WA	98039	-122.2276237	47.6209323
CARNATION	WA	98104	18.612583	-34.028268
SPOKANE	WA	99021	-117.1902938	47.8577355
CARSON CITY	WA	98610	-121.90639	45.80833
PLYMOUTH	WA	99346	-119.3989643	45.9494047
SPOKANE	WA	99009	-117.2874496	48.0356388
TACOMA	WA	98466	-122.5426928	47.230393
BENTON CITY	WA	99353	-119.4197414	46.4132585
SEAHURST	WA	98062	-122.36	47.47
STRATFORD	WA	98853	-119.2747463	47.4245254
ARDENVOIR	WA	98811	-120.3618637	47.735518
RENTON	WA	98384	-122.2753109	49.0446463
SEABECK	WA	98350	-122.9108466	47.5747675
TUKWILA	WA	98138	-122.25	47.46
KENT	WA	98002	-122.2192679	47.2945159
APPLETON	WA	98602	-121.2835937	45.8679331
CHIMACUM	WA	98375	-122.7421369	48.0730975
FEDERAL WAY	WA	98391	-122.326567	47.303966
EVERETT	WA	98204	-122.268112	47.9088246
SPOKANE	WA	99205	-117.4516702	47.7000703
REDMOND	WA	98502	-122.131737	47.648254
RAVENSDALE WA 98101	WA	98038	-122.0579959	47.3879304
NORTH BEND	WA	98065	-121.7867775	47.4956579
WAHKIACUS	WA	98670	-121.1347423	45.8920124
WENATCHEE	WA	98828	-120.1635549	47.2935603
FRUITLAND	WA	99219	-122.3282214	47.1692255
BELLEVUE	WA	98052	-122.118237	47.6701193
POULSBO	WA	98320	-122.6568466	47.6811524
ISSAQUAH	WA	32115	-121.9114416	47.5622008
MARYSVILLE	WA	98292	-122.1655387	48.0843935
LILLIWAUP	WA	98620	-123.1159614	47.4660494
MARYHILL	WA	98620	-120.8136737	45.6870683
MICA	WA	99023	-117.1662582	47.5664962
RENTON	WA	98027	-122.0626443	47.5453229
BUCKLEY	WA	98391	-122.1598828	47.175147
MCCLEARY	WA	98558	-123.251887	47.0456509
HOOPER	WA	99333	-118.1489965	46.7573059
TACOMA	WA	98401	-122.76	47.28
PASCO	WA	99337	-119.1005657	46.2395793
MOSES LAKE	WA	98827	-119.320274	47.207779
SPANAWAY	WA	98337	-122.4314043	47.0868172
MARYSVILLE	WA	98290	-122.1771174	48.059332
BELLINGHAM	WA	98266	-122.0455569	48.9679969
BROWNSTOWN	WA	98920	-120.6091194	46.4039132
TACOMA	WA	98422	-122.359999	47.2719625
DOTY	WA	98539	-123.279412	46.637276
ARLINGTON	WA	98233	-122.161616	48.1624738
BELLEVUE	WA	98019	-122.1995379	47.5995396
RICHLAND	WA	99336	-119.161041	46.2138054
RENTON	WA	98042	-122.2173674	47.4899977
SEATTLE	WA	98111	-122.34	47.61
BELFAIR	WA	98358	-122.206468	47.091042
BRUSH PRARIE	WA	98606	-122.5464856	45.7328944
CARNATION	WA	98901	-120.0209106	46.3155308
CINEBAR	WA	98533	-122.4346142	46.6907199
CLINTON	WA	98260	-122.4860536	48.7572229
VAUGHN	WA	98396	-122.6040806	47.547755
STEILACOOM	WA	98383	-122.595817	47.168875
SOUTHWORTH	WA	98386	-122.5014255	47.5123431
PUYALLUP	WA	98370	-122.234766	47.212998
WOODINVILLE	WA	98296	-122.1154875	47.8545596
AERIAL	WA	98603	-122.4244407	46.0735028
SEATTLE	WA	98133	-122.3435336	47.7393027
GORST	WA	98337	-122.6397033	47.5685263
EVERETT	WA	98203	-122.2334664	47.9417388
GIG HARBOR	WA	98338	-122.5851521	47.3222546
DAVENPORT	WA	99207	-122.6642017	49.2294019
SEATTLE	WA	98199	-122.4067862	47.6507081
EVERETT	WA	98208	-122.1853637	47.8962246
ROYAL CITY	WA	99857	-119.6283658	46.9000667
OLLALA	WA	98351	-122.7565008	47.2090515
REDMOND	WA	98054	-122.0764596	47.6946528
MCKENNA	WA	98555	-122.5264485	46.9399404
TUMWATER	WA	98502	-122.8955294	46.985366
YELM	WA	98507	-122.6102882	46.9429337
GRANITE FALLS	WA	98258	-122.0818327	48.0332513
GRANITE FALLS	WA	98201	-121.9545852	48.0439302
FERNDALE	WA	98247	-122.5955058	48.8192057
MOCLIPS	WA	98562	-124.2129577	47.2361952
SEATTLE	WA	98165	-122.33	47.61
BELLINGHAM	WA	98262	-122.649891	48.6829804
LA CENTER	WA	98699	-122.5942672	45.8956688
SPANAWAY	WA	98383	-122.4314043	47.0868172
SPANAWAY	WA	98381	-122.4314043	47.0868172
COLBERT	WA	99055	-117.3600616	47.8237102
NESPELEM	WA	99155	-118.9747476	48.1671004
ISSAQUAH	WA	98207	-122.6677622	48.3061424
SPOKANE	WA	99219	-117.5132883	47.6273664
NINE MILE FALLS	WA	99206	-119.050843	46.3340494
VANCOUVER	WA	98642	-122.6931439	45.7968414
VACOLT	WA	98675	-122.4062074	45.8659467
ENUMCLAW	WA	98126	-121.6628307	47.1602735
AUBURN	WA	98082	-122.226509	47.328156
KELLER	WA	99140	-118.6839945	48.0783632
TACOMA	WA	98439	-122.5125053	47.1257389
AUBURN	WA	98052	-122.226509	47.328156
ELMA	WA	98520	-123.4253068	46.9912772
POULSBO	WA	98366	-122.6568466	47.6811524
HOQUIAM	WA		-123.8893348	46.9809247
SPOKANE	WA	99211	-117.43	47.6599999
KENT	WA	98058	-122.1101712	47.454
NINE MILE FALLS	WA	99034	-117.742557	47.8856597
WALDRON	WA	98297	-123.0717401	48.7015912
KIRKLAND	WA	98011	-122.2021071	47.759038
MOSES LAKE	WA	99337	-119.925217	46.6797936
HAY	WA	99136	-117.9158482	46.678759
NACHES	WA	98931	-120.654757	46.675175
MONTESANO	WA	9563	-123.67873	46.9621822
PASCO	WA	99336	-119.161041	46.2138054
SATSOP	WA	98538	-123.5008748	47.0491064
SAMMAMISH	WA	98027	-122.055835	47.538539
OTHELLO	WA	99357	-119.080276	46.794998
LONGBRANCH	WA	98136	-121.6202309	46.6437186
WINLOCK	WA	98591	-122.9235936	46.4910727
KELSO	WA	98642	-122.898389	46.118
CAMANO ISLAND	WA	98291	-122.51147	48.0953389
MERCER ISLAND	WA	98046	-122.22117	47.56697
ARLINGTON	WA	9823	-123.0300646	49.2201386
SEATTLE	WA	98121	-122.3497446	47.6152474
LOPEZ ISLAND	WA	9826	-122.8312683	48.4897619
DECATUR ISLAND	WA	98221	-122.8136645	48.4999389
TENINO	WA		-122.8529094	46.8567662
YACOLT	WA	98657	-122.4014348	45.8667886
SHELTON	WA	98594	-123.1151631	47.217092
GIG HARBOR	WA	98832	-122.5851521	47.3222546
LAKEWOOD	WA	98497	-122.55	47.18
BOTHELL	WA	98041	-122.2	47.76
WOODWAY	WA	98020	-122.3829102	47.7962079
OLYMPIA	WA	98686	-122.9706843	46.1540637
ALBUQUERQUE	WA	87154	-106.53	35.13
WILKERSON	WA	98396	-122.0456673	47.1053802
MALOTT	WA	98150	-119.6962577	48.2923615
SEATTLE	WA	98136	-122.3911524	47.5378143
MONTESANO	WA	98536	-124.1042752	46.8968576
BURLINGTON	WA	98232	-122.4296423	48.5345309
SEQUIM	WA	98324	-123.172637	48.0887625
OAK HARBOR	WA	98927	-123.1204553	48.0848144
VALLEYFORD	WA	99063	-117.1835784	47.5312485
LA PUSH	WA	98350	-124.6352255	47.9081335
TACOMA	WA	90406	-122.4415856	47.2558595
AUBURN	WA	98801	-123.104108	49.1455638
SEATTLE	WA	98101	-122.336407	47.6084921
POST FALLS	WA	83877	-116.95	47.72
MONROE	WA	98058	-122.1754715	47.4670205
STARTUP	WA	98293	-121.7429095	47.8675397
TUMWATER	WA	98511	-123.03	46.95
ANACORTES	WA	98249	-122.662498	48.49889
KENNEWICK	WA	99536	-119.2162987	46.2723144
FALL CITY	WA	98038	-121.869331	47.55914
BLACK DIAMOND	WA	98038	-122.0247963	47.3747912
PASCO	WA	99343	-119.1170487	46.2579124
ANAHEIM	WA	92808	-117.702148	33.8416068
SEATTLE	WA	98150	-122.3385759	47.6025001
EVERETT	WA	98520	-122.19415	47.97578
WILSONVILLE	WA	97070	-122.7663284	45.3217648
PORT HADLOCK	WA	98362	-122.7598882	48.11196
LYNDEN	WA	98246	-122.4537599	48.9552764
ROSLYN	WA	98940	-121.0681699	47.5013514
COWICHE	WA	96923	-120.7104145	46.6874311
FALL CITY	WA	98290	-121.869331	47.55914
CARSON	WA	98680	-121.8408761	45.7311446
GREENBLUFF	WA	99021	-117.2716024	47.8273947
KETTLE FALLS	WA	99114	-118.2549121	48.5802875
PORTLAND	WA	97214	-122.6456739	45.5113506
MCKENNA	WA	98858	-122.542183	47.0014942
LANGLEY	WA	98249	-122.4333546	48.0312516
PORT TOWNSEND	WA	98362	-122.7598882	48.11196
FOREST GROVE	WA	97116	-123.13223	45.570171
RIDGEFIELD	WA	NIGHT	-122.7426009	45.815115
LITTLE ROCK	WA	98502	-123.020064	46.9015709
SPANAWAY	WA	98338	-122.4314043	47.0868172
GIG HARBOR	WA	98359	-122.5851521	47.3222546
WEST RICHLAND	WA	99354	-119.303342	46.3063606
WALLA WALLA	WA	99326	-118.287778	46.094722
TOLEDO	WA	98612	-106.1201286	28.6215686
KIRKLAND	WA	98003	-122.1964243	47.6753822
KENNEWICK	WA	9936	-119.1166748	46.1616442
EAST WENATCHEE	WA	98801	-120.3359716	47.4512907
TENINO	WA	98584	-122.8426655	46.8569195
STEHEKIN	WA	98552	-123.1117672	48.512805
